Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,12.9,8.2-19.7,184,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,84.9,77.4-90.3,173,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,43.5,40.3-46.8,1916,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,77.9,74.9-80.7,1847,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,83.5,80.8-85.9,1908,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,41.5,38.2-44.8,1903,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,79.9,77.2-82.4,1919,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,32.4,26.8-38.6,405,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,30.8,24.7-37.7,320,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,35.2,29.4-41.5,393,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,30.3,24.8-36.4,405,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,80,74.4-84.7,392,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,53.3,39.9-66.1,92,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,60.5,46.0-73.5,79,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,65,51.4-76.5,91,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,37.6,25.8-51.2,91,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,76.5,63.5-85.9,91,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,37.5,28.2-47.9,146,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,32,22.0-43.9,106,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,30.6,22.2-40.6,142,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,35.7,26.5-46.1,145,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,81.7,72.1-88.6,140,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,15.6,9.4-24.9,163,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,11,5.4-21.2,130,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,21.2,14.0-30.9,154,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,21.1,14.0-30.4,163,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,80.3,70.5-87.4,155,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,38.4,32.5-44.7,553,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,85.2,80.1-89.1,539,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,83.9,78.4-88.2,553,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,40.7,34.7-47.1,550,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,76.3,70.4-81.3,554,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,20.5,13.6-29.5,155,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,15.1,9.2-23.8,121,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,29.6,21.2-39.7,152,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,18.2,11.6-27.3,156,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,86.6,77.9-92.1,150,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,34.6,16.3-58.9,32,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,39.9,19.5-64.6,30,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,45.1,23.1-69.2,32,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,33,14.5-58.8,32,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,88.7,57.7-97.8,32,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,22.7,11.6-39.8,53,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,21.7,10.4-39.8,37,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,30.9,17.9-47.8,52,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,13,5.6-27.6,53,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,83,66.1-92.4,51,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,14.8,7.1-28.2,69,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,3.6,0.6-18.7,54,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,23.7,13.3-38.7,68,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,17.5,8.8-31.9,70,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,88,74.9-94.7,66,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,40.7,36.1-45.5,770,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,83.8,79.9-87.0,740,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,85.6,81.8-88.8,766,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,46.3,41.6-51.1,769,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,81.6,77.7-84.9,772,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,30.4,22.2-40.0,137,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,22.3,14.4-32.9,104,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,35.7,26.9-45.5,135,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,24,16.7-33.3,137,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,86.1,77.3-91.8,129,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,45.1,27.9-63.6,39,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,53.6,34.7-71.6,36,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,60.4,40.8-77.1,38,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,45.7,28.2-64.4,38,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,93.2,76.9-98.3,37,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,39,24.1-56.4,50,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,15.1,5.0-37.4,34,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,32.5,19.7-48.6,50,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,24.2,13.1-40.2,52,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,85.1,69.3-93.5,50,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,Apr 22 – May 29,Monthly,13.1,5.9-26.7,48,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,Apr 22 – May 29,Monthly,0,,34,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,Apr 22 – May 29,Monthly,22.7,12.0-38.7,47,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,Apr 22 – May 29,Monthly,10.5,4.1-24.2,48,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,Apr 22 – May 29,Monthly,81.4,64.2-91.5,43,0
